interview_id,candidate_id,req_id,interview_date,interview_type,interviewer_role,skill_focus,interview_score,recommendation
I6739,C3496,R1097,2024-09-17,IN-PERSON,RECRUITER,Communication,4.5, Hire
I6740,C4511,R1019,2024-08-14,In-Person,Engineeering Lead, Teamwork,4.9,hire
I6741,C2563,R1094,2024-01-09,Phone,Engineeering Lead,communication,4.5,Neutraal
I6742,C4670,R1069,2024-07-04,Phone,Ops director,Personality,4.2, No Hire
I6743,C4537,R1121,2024-01-02,phone,ops director,communication,2.9,No Hire
I6744,C4364,R1040,2024-05-22,In-Person, HR Director,adaptability,3.1,Strong Hire 
I6745,C4836,R1076,2024-11-18,Phone, Marketing Manager,Adaaptability,2.8,NEUTRAL
I6746,C4405,R1113,2024-11-11,Video call,marketing manager,communication,3.2,No hire
I6747,C3152,R1098,2024-06-26,In-Person,MARKETING MANAGER,Adaptability,4.5, Neutral
I6748,C4729,R1127,2024-07-12, In-Person, Engineering Lead,TECHNICAL SKILLS,2.8,Neutraal
I6749,C4809,R1078,2024-03-31,PHONE,Recruiter,Leeadership,4.7,Hire 
I6750,C3837,R1070,2024-07-26,In-person, Engineering Lead,Personality ,4.7,Strong Hire
I6751,C3802,R1053,2024-07-31, Video Call,hr director,Teamwork,4.6,Hire
I6752,C2854,R1110,2024-06-18, In-Person,Engineering lead,Adaaptability,2.8,NO HIRE
I6753,C3820,R1024,2024-04-17,In-Person ,ENGINEERING LEAD,Adaptability,3.7,Hire 
I6754,C4819,R1128,2024-03-23,Video Caall, HR Director,Probleem Solving,3.8,HIRE
I6755,C3361,R1149,2024-11-23,Phone ,RECRUITER,Communicaation,4.8,No Hiree
I6756,C4372,R1056,2024-06-22,Phone, HR Director,leadership,3.0,Neutral
I6757,C4162,R1081,2024-01-18,Video Caall,ENGINEERING LEAD,COMMUNICATION,4.5,Hire
I6758,C3250,R1092,2024-10-10,PHONE, HR Director,Communication,3.0,Neutral
I6759,C3235,R1009,2024-05-02,Video call,Engineering Lead,Adaptability,2.8,No Hiree
I6760,C4224,R1013,2024-06-22,Phonee,Markeeting Manager, Problem Solving,4.1,Hiree
I6761,C4079,R1001,2024-04-22, Video Call,ops director,Problem Solving,3.9,no hire
I6762,C4907,R1111,2024-09-11, In-Person,Engineering Lead ,Teamwork ,3.1,Hiree
I6763,C4037,R1136,2024-02-25,Phone, Engineering Lead,ADAPTABILITY,3.9,Strong Hiree
I6764,C3628,R1068,2024-02-19,Videeo Call,Hr director, Adaptability,3.0,strong hire
I6765,C3389,R1098,2024-12-07,video call,MARKETING MANAGER,Personaality,3.6, No Hire
I6766,C4350,R1027,2024-07-22,phone,Engineering Lead,Adaptability,3.4,No Hire
I6767,C3447,R1123,2024-07-01,PHONE,Maarketing Manager, Teamwork,4.9,Strong Hire
I6768,C2924,R1076,2024-06-03,video call,Hr director,Personality ,3.5,Hire
I6769,C4730,R1094,2024-12-26,In-Person ,Marketing Manager ,Technical Skills ,4.2,HIRE
I6770,C2875,R1147,2024-07-05, Phone,Markeeting Manager,Technical Skills ,3.9,Neeutral
I6771,C4744,R1117,2024-02-19,video call, HR Director,Problem solving,3.1, No Hire
I6772,C3279,R1043,2024-12-10,Video Caall,Ops Direector,Problem solving,3.8,Hire 
I6773,C2675,R1072,2024-09-22,in-person,Engineering lead,Leadership,4.4,Hire
I6774,C2920,R1123,2024-09-25,phone,Markeeting Manager, Leadership,4.7,No Hire
I6775,C3789,R1002,2024-07-25,In-Person,HR DIRECTOR,Technicaal Skills,2.7,strong hire
I6776,C4527,R1047,2024-12-17, Video Call,RECRUITER,Leaadership,4.9,Strong Hire
I6777,C2232,R1027,2024-05-19,in-person,Engineering lead,Teaamwork,3.2,Strong Hire 
I6778,C2316,R1126,2024-09-03,in-person, Ops Director,Teamwork ,4.1,strong hire
I6779,C3182,R1099,2024-05-31,Phonee, Recruiter,COMMUNICATION,4.7,No Hire
I6780,C3465,R1068,2024-01-26,PHONE,HR Director ,Adaptability,4.1,strong hire
I6781,C2966,R1125,2024-05-10,Video Caall,Engineering lead,technical skills,2.6,NO HIRE
I6782,C3646,R1085,2024-02-21,phone,HR Director ,Personaality,4.8,Neutral
I6783,C4671,R1082,2024-12-12,Video Call,ops director,Teechnical Skills,3.6, Strong Hire
I6784,C2529,R1054,2024-05-18,In-Person ,Marketing Manager,Communication ,3.2,Strong Hiree
I6785,C2613,R1027,2024-11-14,IN-PERSON,HR Director , Problem Solving,4.5,Neeutral
I6786,C4714,R1042,2024-10-18,Phonee, Engineering Lead,TECHNICAL SKILLS,2.7, Hire
I6787,C3554,R1066,2024-08-25,Phone ,Ops director,Adaaptability,2.6,NEUTRAL
I6788,C2586,R1033,2024-09-22,Phone ,HR Direector,Personality,3.5,Strong hire
I6789,C4186,R1041,2024-07-10,Video Call,Engineering Leaad,Teechnical Skills,2.9,No Hire
I6790,C3238,R1071,2024-07-11,In-Person,Recruiter,Probleem Solving,3.1, Strong Hire
I6791,C4348,R1056,2024-08-10, In-Person,Ops director,Adaptability ,3.5,strong hire
I6792,C3731,R1026,2024-03-11,In-Person ,Ops Direector,Leaadership,3.8,No hire
I6793,C3257,R1008,2024-11-09,In-Person,Engineering lead,Problem solving,2.6,neutral
I6794,C4337,R1031,2024-11-19,In-person,HR Direector,Teamwork,3.1,neutral
I6795,C3520,R1125,2024-09-25,In-Person,ENGINEERING LEAD,Adaptability,4.7,Hire
I6796,C2035,R1048,2024-08-21,In-person,marketing manager,leadership,3.9,No Hire
I6797,C3166,R1143,2024-06-11,video call,HR Director,Peersonality,3.3,No Hiree
I6798,C3778,R1019,2024-11-12,Video call,Marketing manager,Leadership,4.9,Strong hire
I6799,C2585,R1045,2024-01-30,IN-PERSON,Hr director,Adaptability,4.8,hire
I6800,C2945,R1044,2024-01-24,VIDEO CALL, Recruiter,Teaamwork,3.9,Hire
I6801,C2378,R1084,2024-11-18,Phone,HR Director ,Adaaptability,4.6,Hire
I6802,C3929,R1035,2024-01-13,In-Person ,Ops Director,TECHNICAL SKILLS,4.0,HIRE
I6803,C2278,R1087,2024-12-31,Phone,Marketing Manager, Teamwork,3.3, Neutral
I6804,C2028,R1004,2024-04-25,In-Person ,Recruiter, Teamwork,4.0,strong hire
I6805,C4473,R1021,2024-08-09,PHONE,HR Direector,Probleem Solving,4.4,HIRE
I6806,C4297,R1028,2024-10-14,phone,HR Director,Teamwork,4.3,Hire
I6807,C2809,R1059,2024-09-12,Phonee,Marketing manager,Teeamwork,2.7, Strong Hire
I6808,C4757,R1133,2024-09-15,video call, Ops Director,Peersonality,2.7,no hire
I6809,C2455,R1064,2024-03-25,in-person,Reecruiter, Teamwork,4.2,HIRE
I6810,C2966,R1125,2024-02-02,Phone,Ops Director ,Teamwork,4.1,Hire
I6811,C2158,R1036,2024-06-02,in-person,Recruiter,Communication,2.9,Hire
I6812,C3801,R1119,2024-06-06,In-person,recruiter, Problem Solving,3.2,Strong hire
I6813,C3103,R1132,2024-09-10,VIDEO CALL,Engineering lead, Leadership,2.8,no hire
I6814,C4052,R1075,2024-02-11, Video Call,Maarketing Manager,TECHNICAL SKILLS,3.0,Hire
I6815,C2226,R1118,2024-10-22,in-person,Engineering Leaad,technical skills,2.5,Hire
I6816,C4883,R1069,2024-06-27,Phone,engineering lead,TECHNICAL SKILLS,5.0,NO HIRE
I6817,C2188,R1145,2024-05-24,Videeo Call,hr director,Teechnical Skills,4.4, Neutral
I6818,C2271,R1117,2024-11-20,In-Person,Markeeting Manager,Adaptability,2.7,Neeutral
I6819,C4184,R1063,2024-12-29,VIDEO CALL,Ops Direector,Communication,3.3,Neutral 
I6820,C4236,R1113,2024-06-25,in-person,recruiter, Teamwork,2.7,STRONG HIRE
I6821,C4426,R1029,2024-10-12,IN-PERSON,HR Director,Leadership ,2.7,Neeutral
I6822,C2659,R1043,2024-01-13,video call,ENGINEERING LEAD,Adaptability,5.0,No Hiree
I6823,C3493,R1121,2024-08-31,Videeo Call,Ops Director,Personality,3.8,no hire
I6824,C2058,R1094,2024-06-18,VIDEO CALL, Recruiter,Leadership,4.6,Neutraal
I6825,C2519,R1077,2024-12-13,Video call,HR DIRECTOR, Adaptability,3.2,Hire
I6826,C2786,R1006,2024-01-15,Video Call,hr director,Technical skills,3.7,Neutral
I6827,C2581,R1036,2024-03-30,Phone,ENGINEERING LEAD,Communication ,4.5,Strong Hiree
I6828,C3918,R1014,2024-05-15,video call,Engineering Leaad,Technical skills,2.9,Neutral
I6829,C2392,R1114,2024-11-27,video call,Engineering lead, Personality,3.0,no hire
I6830,C4888,R1035,2024-11-16,IN-PERSON,Engineering Lead ,Teamwork ,3.6,No Hiree
I6831,C3208,R1135,2024-12-07,In-person,Hr director, Technical Skills,4.5,Hire
I6832,C4724,R1044,2024-06-24,In-Person ,ops director,problem solving,3.4,No hire
I6833,C2013,R1041,2024-10-18,VIDEO CALL,OPS DIRECTOR,Personality,4.3,no hire
I6834,C4681,R1065,2024-06-29,Video call,Marketing manager,Communication,2.7,Hiree
I6835,C3377,R1118,2024-04-07,Video Call ,RECRUITER,Communication,4.1,Strong Hire 
I6836,C4228,R1049,2024-07-21, In-Person,MARKETING MANAGER,Leadership ,2.7, Hire
I6837,C3332,R1113,2024-02-28,Phone,engineering lead,Peersonality,2.8,Hire
I6838,C4990,R1036,2024-12-17,Video Call,Marketing manager,Personality,2.5,neutral
I6839,C4670,R1069,2024-06-07,Video Call,Recruiter,Problem solving,4.4,Neutral
I6840,C4485,R1017,2024-06-13,In-Peerson,HR DIRECTOR,Technical Skills ,3.4,Hire
I6841,C2827,R1123,2024-05-10,Phone,ENGINEERING LEAD,Adaptability,2.8,HIRE
I6842,C2094,R1148,2024-09-29,In-Person,RECRUITER,Personality,3.7,no hire
I6843,C2933,R1012,2024-12-09,Video Call,RECRUITER,Communicaation,4.9,No Hire
I6844,C4173,R1137,2024-02-11,In-Person,Engineering Leaad, Teamwork,4.7,Hire 
I6845,C4573,R1009,2024-09-29,In-Person,HR Direector,PERSONALITY,2.8,NO HIRE
I6846,C4904,R1016,2024-09-08, In-Person,Reecruiter,Teamwork,4.9, No Hire
I6847,C3918,R1014,2024-06-26,IN-PERSON,Markeeting Manager,Problem solving,4.0,Hire
I6848,C3510,R1100,2024-01-06,Phone ,Marketing Manager, Adaptability,4.5,Hire
I6849,C3185,R1039,2024-09-21, Phone, Ops Director,problem solving,3.4,Hiree
I6850,C3926,R1074,2024-05-14, Video Call,Hr director,Teaamwork,4.8,hire
I6851,C4583,R1006,2024-04-23,PHONE,Ops Director,Communication,2.6,Strong Hire
I6852,C4487,R1021,2024-03-27,phone, Recruiter,Technicaal Skills,3.4,Neeutral
I6853,C2294,R1101,2024-04-19,Video call, Engineering Lead, Teamwork,3.1,Strong Hire 
I6854,C3233,R1113,2024-07-20,Video Caall,Engineering Lead ,TECHNICAL SKILLS,4.7,hire
I6855,C2328,R1119,2024-03-03,Phone,Recruiter ,Teamwork,3.7,Hire
I6856,C3259,R1010,2024-04-19,Video call,Engineering Lead ,PERSONALITY,3.8,Neeutral
I6857,C4587,R1000,2024-03-05,In-Person,HR Director,COMMUNICATION,3.0,HIRE
I6858,C3972,R1104,2024-03-22, Phone, Ops Director,COMMUNICATION,3.7,No Hire
I6859,C3555,R1145,2024-04-30,Video Call ,Ops Director ,PROBLEM SOLVING,3.2,STRONG HIRE
I6860,C4953,R1047,2024-06-15,In-person,Recruiter,problem solving,3.8,No Hire
I6861,C4792,R1083,2024-10-27, Phone,HR DIRECTOR,Leadership,3.7,No Hire
I6862,C4347,R1025,2024-01-20, Video Call,marketing manager,problem solving,4.3, Hire
I6863,C3664,R1027,2024-04-06,phone,Engineeering Lead,Technical skills,3.0,No Hire
I6864,C4964,R1103,2024-05-28,Phone,RECRUITER,Adaptability ,3.3,Neutral
I6865,C4581,R1076,2024-10-12,in-person,engineering lead,Adaptability ,3.7,neutral
I6866,C2231,R1011,2024-07-03,In-Person,ENGINEERING LEAD,Communication,4.0,Neeutral
I6867,C2559,R1130,2024-05-22,In-Person , Recruiter,Technical Skills,3.8,Hire
I6868,C3298,R1002,2024-01-10,In-Person,Engineering Lead ,Leadership ,4.6,Hire 
I6869,C3998,R1029,2024-04-28,Video call,HR Director,Adaptability,3.5,Hire 
I6870,C4029,R1063,2024-11-07,PHONE, Recruiter,Leadership,2.6,Strong Hire
I6871,C3346,R1149,2024-01-26,In-person, Recruiter,Communication,3.0,hire
I6872,C2725,R1149,2024-07-21,Video Call ,Engineering Leaad,Personaality,3.2,No hire
I6873,C3611,R1114,2024-01-24,Video call,ENGINEERING LEAD,Teechnical Skills,2.5, Hire
I6874,C2683,R1024,2024-11-09,In-Person,Engineering Lead,Problem solving,4.4, Hire
I6875,C4830,R1095,2024-03-24,In-Peerson,Engineering Leaad,Adaptability,3.4,No Hiree
I6876,C2430,R1121,2024-02-11,In-Person ,ENGINEERING LEAD,Teeamwork,2.8,Neutraal
I6877,C4152,R1134,2024-07-30,IN-PERSON,Maarketing Manager,technical skills,3.0,strong hire
I6878,C3586,R1027,2024-10-28,Video call,HR DIRECTOR,Technicaal Skills,4.1,Neutral 
I6879,C3134,R1047,2024-04-25, Phone,Engineering Leaad,LEADERSHIP,2.6,No Hire 
I6880,C2916,R1127,2024-07-23,Videeo Call,Ops Director,problem solving,4.2,Hire
I6881,C2615,R1096,2024-01-20,Video call,Ops Direector,Teamwork,4.4,Hire
I6882,C3907,R1015,2024-12-06,IN-PERSON,Hr director,teamwork,3.7,Neutral
I6883,C4569,R1010,2024-07-15,Videeo Call,HR DIRECTOR,technical skills,3.8,neutral
I6884,C2581,R1036,2024-04-18,Video Caall,Marketing manager,personality,4.8,No Hire
I6885,C3224,R1026,2024-11-11,Videeo Call,Ops Director ,Adaptability,2.6,No Hire
I6886,C4770,R1021,2024-07-17,Video Caall,OPS DIRECTOR,Problem solving,4.6,neutral
I6887,C3685,R1128,2024-11-27,Phone,Ops Director,PROBLEM SOLVING,3.9,Neutral
I6888,C3748,R1056,2024-08-31,In-Person,Markeeting Manager,Communication,3.5,NO HIRE
I6889,C2977,R1018,2024-02-28,Video Call,Recruiter,Personality ,2.5, Strong Hire
I6890,C4905,R1095,2024-01-03,Phone,Ops Director,technical skills,3.6,HIRE
I6891,C4630,R1021,2024-07-31,Video Call,Maarketing Manager,Adaptability,2.8,Hire 
I6892,C4892,R1104,2024-10-14,Phonee, Marketing Manager,TECHNICAL SKILLS,3.9,STRONG HIRE
I6893,C2107,R1020,2024-02-17,PHONE, HR Director,Peersonality,3.6,Neutral 
I6894,C3937,R1089,2024-09-11,In-Person ,Ops Direector,Leeadership,5.0,Neutral 
I6895,C2214,R1125,2024-11-14,Video call,Ops director,COMMUNICATION,3.0,No Hire
I6896,C4367,R1103,2024-08-17,in-person,HR Direector,problem solving,3.6,No Hire 
I6897,C3820,R1024,2024-12-13,VIDEO CALL,Marketing manager,Adaptability ,3.9,No Hire
I6898,C4793,R1145,2024-05-17,In-Person,Recruiter ,Personaality,2.9,Hiree
I6899,C3590,R1039,2024-12-25,In-Person ,HR Direector, Leadership,4.8,strong hire
I6900,C3758,R1139,2024-02-10,Video Call,Marketing manager,teamwork,4.3,Strong Hire
I6901,C3834,R1022,2024-01-13,In-Person,Markeeting Manager,Leadership,2.6,Hire
I6902,C4655,R1025,2024-04-02,Phonee,ENGINEERING LEAD,COMMUNICATION,2.8,No Hire 
I6903,C2577,R1010,2024-11-20, Phone,RECRUITER,Personality ,4.1,NEUTRAL
I6904,C4562,R1017,2024-02-24,PHONE,RECRUITER, Personality,5.0, Strong Hire
I6905,C2326,R1059,2024-08-15,Phonee, Engineering Lead,PERSONALITY,3.3,no hire
I6906,C3595,R1051,2024-11-02,Videeo Call,Ops director, Leadership,4.6,No Hire
I6907,C4681,R1065,2024-05-26,Phonee,HR Director,Personaality,2.9,hire
I6908,C4836,R1076,2024-08-19,Phone,marketing manager,Personality,4.5, No Hire
I6909,C2160,R1052,2024-01-31,In-Person,marketing manager,PROBLEM SOLVING,3.1,neutral
I6910,C3056,R1047,2024-08-05,Video Call,marketing manager,teamwork,3.1, Neutral
I6911,C4213,R1030,2024-11-02,In-Person,Maarketing Manager,Problem Solving ,3.8,Strong hire
I6912,C2411,R1051,2024-02-08,Phone,Marketing Manager,Personality,4.9,Neutral 
I6913,C4944,R1048,2024-10-18,In-Person , HR Director,Communicaation,4.1,Strong hire
I6914,C3894,R1024,2024-05-11,In-Person,Hr director,Problem Solving,4.7,no hire
I6915,C4734,R1004,2024-03-09,PHONE, Marketing Manager, Teamwork,2.8, Strong Hire
I6916,C2840,R1120,2024-05-12,Phone,Reecruiter,Peersonality,2.9,Hire
I6917,C4301,R1134,2024-08-12,video call,Ops director,PERSONALITY,4.7, Strong Hire
I6918,C4640,R1046,2024-12-28,Videeo Call,Marketing Manager ,Adaaptability,3.0,no hire
I6919,C4572,R1106,2024-05-23,video call,Engineeering Lead,Technicaal Skills,4.8,STRONG HIRE
I6920,C2926,R1035,2024-02-28,phone,Ops Director,PROBLEM SOLVING,3.1,Neeutral
I6921,C3894,R1024,2024-07-15,Video Call,HR Director ,Teamwork,4.3,Strong Hire 
I6922,C4132,R1046,2024-06-17,video call,MARKETING MANAGER,Leadership,3.2,Neutraal
I6923,C3076,R1127,2024-01-29,Phone,HR Direector,Communication,4.8,Strong Hire 
I6924,C4258,R1139,2024-08-25,IN-PERSON,Hr director,TECHNICAL SKILLS,2.9,Hire
I6925,C2125,R1068,2024-11-13,Video Call ,Recruiter,Teeamwork,4.9,NEUTRAL
I6926,C3223,R1112,2024-03-04,Phone,MARKETING MANAGER,Problem Solving,3.0,No Hire 
I6927,C2566,R1133,2024-10-04,In-Person ,Recruiter,TEAMWORK,3.8,No Hire 
I6928,C3571,R1145,2024-09-19,Video call,Reecruiter,Adaptability,4.1,Hire
I6929,C3741,R1100,2024-02-18, Phone,Ops Director,Adaptability,4.4,No Hiree
I6930,C2545,R1017,2024-12-22,In-Person,Marketing Manager ,PERSONALITY,4.7,Strong Hire
I6931,C4444,R1014,2024-10-10,Video call,Reecruiter,adaptability,3.3,Neutraal
I6932,C4805,R1009,2024-11-19,Video Caall,Recruiter,personality,2.8,HIRE
I6933,C4197,R1093,2024-05-09,in-person, Recruiter,Communication,3.9,NO HIRE
I6934,C3847,R1020,2024-05-13,In-Peerson,Engineering Lead ,Personality ,2.6,No Hire 
I6935,C4214,R1145,2024-11-14,In-Person ,Ops Director,Leadership,3.3, Neutral
I6936,C4623,R1108,2024-10-19, In-Person,Engineering Lead,Leadership,2.9,Neutral
I6937,C4603,R1116,2024-01-01, Video Call,Recruiter ,TEAMWORK,2.8,STRONG HIRE
I6938,C4035,R1067,2024-10-23,Video Caall,HR Director,problem solving,3.3,STRONG HIRE
I6939,C2902,R1046,2024-06-29,Phone,Maarketing Manager,Leadership,3.4,NEUTRAL
I6940,C2958,R1018,2024-03-14, In-Person,RECRUITER,Adaaptability,4.0,Strong hire
I6941,C3530,R1030,2024-02-10,Phone,HR Director , Problem Solving,4.4, Strong Hire
I6942,C3730,R1111,2024-06-15,Phone,ENGINEERING LEAD,communication,2.8,strong hire
I6943,C3233,R1113,2024-01-10, In-Person,Engineering Lead ,TECHNICAL SKILLS,4.2,neutral
I6944,C4779,R1131,2024-12-13,in-person,marketing manager,Technicaal Skills,2.8,Neutraal
I6945,C4377,R1093,2024-01-06,In-Person,HR Director,Problem Solving ,4.9,No Hiree
I6946,C3830,R1003,2024-01-05,Phone,HR Director,Personality,3.1, Hire
I6947,C3162,R1038,2024-12-01,Video Call,RECRUITER,Technicaal Skills,3.9,Neutral
I6948,C3271,R1138,2024-11-03,Phonee, Recruiter,Personality ,4.6,STRONG HIRE
I6949,C2064,R1057,2024-08-22,Video call,RECRUITER,Probleem Solving,3.8,Neeutral
I6950,C3796,R1133,2024-01-18,Videeo Call,Engineeering Lead,Problem solving,3.5,HIRE
I6951,C4329,R1108,2024-01-18,video call,Marketing Manager ,communication,4.7,Strong Hire
I6952,C2275,R1078,2024-05-16,Videeo Call,Recruiter,TECHNICAL SKILLS,3.7,HIRE
I6953,C3597,R1122,2024-09-17,Video call, Recruiter,Teeamwork,3.2,No Hire
I6954,C4118,R1085,2024-11-16,IN-PERSON,HR DIRECTOR, Adaptability,4.1,Neeutral
I6955,C4959,R1053,2024-11-05,Video Caall,Marketing manager,Communication,3.7,NO HIRE
I6956,C2678,R1118,2024-09-21,in-person,Hr director, Communication,4.9,neutral
I6957,C3650,R1019,2024-05-09, In-Person,Marketing Manager,Peersonality,4.0,Hire
I6958,C3519,R1103,2024-04-12,Phone ,Marketing Manager ,TEAMWORK,3.5,neutral
I6959,C3132,R1129,2024-02-12,phone,HR Director ,Problem Solving,3.0,NEUTRAL
I6960,C4455,R1088,2024-03-16, Video Call,Markeeting Manager, Technical Skills,4.3, Strong Hire
I6961,C3090,R1137,2024-01-29, Phone,HR Direector,Peersonality,2.9,Strong Hiree
I6962,C3050,R1089,2024-07-20, Video Call,HR Director,Teamwork,3.6,No Hire
I6963,C3585,R1032,2024-08-24,In-Person,Engineering lead,Technical skills,4.0,Neutral
I6964,C3162,R1038,2024-03-31,Videeo Call,Marketing manager,Leaadership,4.3, Hire
I6965,C3052,R1128,2024-02-24,Phone, Ops Director,adaptability,2.9,Neeutral
I6966,C2547,R1060,2024-11-07,IN-PERSON,marketing manager, Communication,4.6,Neutraal
I6967,C4323,R1078,2024-12-27, In-Person,ops director, Problem Solving,4.2,Strong Hiree
I6968,C4258,R1139,2024-10-13,PHONE,Marketing Manager ,leadership,4.3,No Hire
I6969,C3742,R1099,2024-01-16,Video call,HR Director ,Adaptability,3.8,no hire
I6970,C3550,R1078,2024-06-11, Phone,marketing manager,Leadership ,4.8,Hiree
I6971,C2284,R1113,2024-09-13,Phone, Engineering Lead,Technical Skills ,4.5,Strong Hire
I6972,C3724,R1053,2024-01-09,Video Caall,Marketing Manager,Teechnical Skills,4.9,NEUTRAL
I6973,C2618,R1058,2024-05-04,In-person,HR Direector,Communicaation,5.0,Neutral 
I6974,C4759,R1130,2024-06-16,in-person,HR Director,Problem Solving ,4.9,Hire
I6975,C3206,R1110,2024-12-28,Phone ,RECRUITER,Problem Solving,3.3,Neutral
I6976,C4258,R1139,2024-05-22,Video Call , HR Director,Adaptability,3.3,Strong Hire
I6977,C3294,R1129,2024-10-18,Phone,Markeeting Manager,Adaptability,2.5,Strong Hire 
I6978,C2640,R1034,2024-01-29, In-Person,hr director,Personality,2.9,No Hire
I6979,C2690,R1022,2024-05-11,phone,Markeeting Manager,Leadership,2.9,hire
I6980,C4517,R1114,2024-07-06,In-Peerson,Engineeering Lead,adaptability,4.6,neutral
I6981,C3057,R1097,2024-07-12,In-person,marketing manager,teamwork,3.3,Hire
I6982,C3591,R1029,2024-04-29, In-Person,Engineering lead,Personaality,4.3,Hire
I6983,C3206,R1110,2024-02-03,IN-PERSON,Maarketing Manager, Problem Solving,4.5,Neeutral
I6984,C2446,R1088,2024-12-09,Video Call ,marketing manager,Leadership,4.0, Neutral
I6985,C2235,R1110,2024-10-05,Video Caall,Ops Director,Adaptability,3.5,Strong Hire
I6986,C2645,R1031,2024-10-04,In-Peerson, Recruiter,Teaamwork,3.1, Neutral
I6987,C4946,R1075,2024-01-07,PHONE,Maarketing Manager,TEAMWORK,4.9,Neutral
I6988,C2458,R1026,2024-08-31,In-Peerson, Ops Director,Leadership ,4.5,hire
I6989,C3196,R1001,2024-12-18,Videeo Call, Engineering Lead,Communication,3.9,No hire
I6990,C4283,R1050,2024-08-20,Phonee, Ops Director, Technical Skills,3.4,No Hire 
I6991,C2806,R1135,2024-09-28,in-person,Engineeering Lead,Teaamwork,3.9,NEUTRAL
I6992,C2329,R1053,2024-09-03,Videeo Call,Recruiter,Teamwork,2.8,HIRE
I6993,C3649,R1026,2024-09-24,phone, Marketing Manager,Adaaptability,3.0,Neeutral
I6994,C3899,R1096,2024-07-01,In-Peerson,Engineeering Lead,Personaality,2.8,Strong Hire
I6995,C2929,R1014,2024-02-14,Video Call,Ops Direector,Technicaal Skills,4.4,no hire
I6996,C3988,R1053,2024-03-01,Videeo Call, HR Director, Adaptability,2.6,STRONG HIRE
I6997,C2142,R1097,2024-03-24,in-person,MARKETING MANAGER,Leeadership,4.1,Neutraal
I6998,C3863,R1031,2024-04-12,In-person,HR DIRECTOR,ADAPTABILITY,3.4,Hire
I6999,C2266,R1083,2024-01-24,In-Peerson,OPS DIRECTOR,Personality,3.6,STRONG HIRE
I7000,C2183,R1062,2024-10-26,Video Caall,Ops Director,Communication,3.6,No Hiree
I7001,C2353,R1081,2024-12-17, In-Person,Marketing Manager,TECHNICAL SKILLS,4.0, Hire
I7002,C3461,R1023,2024-01-22,video call, Marketing Manager,Leadership,3.7,Strong Hire 
I7003,C2004,R1138,2024-05-13,Videeo Call,ENGINEERING LEAD,Problem Solving ,4.8,Strong Hire
I7004,C3342,R1054,2024-03-05,Video Caall,Ops Direector,Problem Solving ,4.0,HIRE
I7005,C2214,R1125,2024-05-19,Phonee,Engineering Leaad,Teaamwork,3.3, Strong Hire
I7006,C2555,R1019,2024-10-08,In-Person,Recruiter, Communication,4.9,Strong Hiree
I7007,C3913,R1058,2024-12-04,phone,Marketing Manager,Peersonality,3.5,Neutral
I7008,C4938,R1053,2024-02-25,in-person,Markeeting Manager,communication,2.7,Neutraal
I7009,C2601,R1111,2024-11-05,Phone,Engineeering Lead,Teamwork ,3.8,Neutral 
I7010,C4495,R1069,2024-08-04,In-Person,Reecruiter,Teeamwork,3.4,Strong hire
I7011,C3669,R1015,2024-03-12,IN-PERSON,HR DIRECTOR,Adaptability,3.9,Strong Hire
I7012,C2411,R1051,2024-10-08,Phone,Engineering Lead,Adaptability,4.6,No Hire
I7013,C2795,R1127,2024-01-08,video call,Engineeering Lead,TECHNICAL SKILLS,3.2, Neutral
I7014,C3918,R1014,2024-07-11, In-Person, HR Director, Personality,4.5,Neutral 
I7015,C3758,R1139,2024-11-13,video call,Ops Direector,communication,3.1,HIRE
I7016,C3529,R1149,2024-02-22,phone,Ops Director,Adaptability,2.7,HIRE
I7017,C3605,R1053,2024-12-03,Video Call,Ops Director,Communication,4.2,Strong Hire 
I7018,C2310,R1106,2024-05-18,in-person,Ops director,Adaptability,4.8,Strong Hire
I7019,C3399,R1076,2024-01-06,in-person,Maarketing Manager,ADAPTABILITY,4.0,Strong hire
I7020,C3110,R1007,2024-04-26,Phone,Recruiter ,Problem Solving,4.4,Hire
I7021,C2454,R1029,2024-05-20,Phone,Marketing Manager ,Adaptability,3.7,HIRE
I7022,C2440,R1045,2024-01-28,Phonee,Engineering Lead,Teamwork,4.9,no hire
I7023,C2392,R1114,2024-05-10,In-Person ,OPS DIRECTOR,COMMUNICATION,3.2, Hire
I7024,C3079,R1113,2024-03-09,Phonee,marketing manager,Adaptability ,3.9,HIRE
I7025,C2215,R1100,2024-06-27,In-Person, Marketing Manager,Adaptability,2.7,HIRE
I7026,C3382,R1103,2024-05-23,in-person,Engineering lead,communication,4.5,NEUTRAL
I7027,C3433,R1127,2024-02-28,Video Call,engineering lead,PROBLEM SOLVING,2.6,Strong Hiree
I7028,C3850,R1111,2024-04-10,In-Person,Ops Director,Technical skills,3.4,No Hire
I7029,C2612,R1147,2024-10-18,VIDEO CALL,Recruiter ,Leadership,4.4,Neutral 
I7030,C3532,R1041,2024-11-03,IN-PERSON,Engineering Leaad,Technicaal Skills,4.3,NEUTRAL
I7031,C2007,R1060,2024-11-28, In-Person,marketing manager,adaptability,4.3,hire
I7032,C2933,R1012,2024-12-19,Video Call,HR Direector,teamwork,3.5,Strong Hiree
I7033,C3945,R1003,2024-03-23,Phone,RECRUITER, Communication,2.7,Hiree
