candidate_id,req_id,applied_at,source,final_outcome
C3650,R1019,2024-01-02,REFERRAL,Rejected
C3651,R1099,2024-08-16,agency,Hired
C3652,R1109,2024-05-22,referral,Rejected
C3653,R1032,2024-04-03,Agency ,Rejected
C3654,R1108,2024-09-03,Agency ,Hired
C3655,R1062,2024-07-15,Agency,Rejected
C3656,R1126,2024-09-29,Reeferral,Hired
C3657,R1107,2024-09-26,referral,Rejected
C3658,R1000,2024-04-14,Job Board ,Rejected
C3659,R1034,2024-02-26,Job Board ,Rejected
C3660,R1035,2024-05-30,AGENCY,Rejected
C3661,R1141,2024-08-03,Referral,Rejected
C3662,R1014,2024-03-11,JOB BOARD,Rejected
C3663,R1006,2024-12-22,Agency ,Hired
C3664,R1027,2024-12-05,Job Boaard,Rejected
C3665,R1040,2024-01-16,Referral ,Hired
C3666,R1062,2024-02-09,Job Board,Hired
C3667,R1046,2024-08-28, Referral,Rejected
C3668,R1086,2024-08-15, Job Board,Hired
C3669,R1015,2024-11-24,JOB BOARD,Rejected
C3670,R1002,2024-07-21,Agency,Rejected
C3671,R1066,2024-10-19,Linkedin,Rejected
C3672,R1040,2024-05-19,Job Board,Withdrawn
C3673,R1032,2024-04-18,Agency,Rejected
C3674,R1047,2024-10-13,Job Boaard,Rejected
C3675,R1103,2024-07-13,Referral,Rejected
C3676,R1108,2024-04-09,linkedin,Hired
C3677,R1092,2024-11-04,LinkedIn,Rejected
C3678,R1041,2024-10-04,job board,Rejected
C3679,R1002,2024-06-07,Referral,Rejected
C3680,R1008,2024-05-03,linkedin,Withdrawn
C3681,R1144,2024-01-23,Agency,Hired
C3682,R1023,2024-06-07,Job Board ,Rejected
C3683,R1101,2024-09-13,Referral ,Rejected
C3684,R1091,2024-03-07,Job Board ,Rejected
C3685,R1128,2024-02-21,Referral,Rejected
C3686,R1097,2024-09-01, Job Board,Rejected
C3687,R1118,2024-02-10,Job board,Rejected
C3688,R1036,2024-03-23,LinkedIn,Rejected
C3689,R1086,2024-05-28,LinkeedIn,Hired
C3690,R1099,2024-05-02,referral,Withdrawn
C3691,R1145,2024-11-17,agency,Rejected
C3692,R1036,2024-06-07,Job Boaard,Hired
C3693,R1080,2024-03-27,LINKEDIN,Hired
C3694,R1147,2024-07-05,linkedin,Hired
C3695,R1117,2024-05-12, Agency,Rejected
C3696,R1113,2024-11-28,referral,Withdrawn
C3697,R1124,2024-01-21, LinkedIn,Rejected
C3698,R1033,2024-08-13,LinkedIn ,Rejected
C3699,R1105,2024-09-16, Agency,Rejected
C3700,R1010,2024-11-13,Job board,Rejected
C3701,R1143,2024-01-05,referral,Rejected
C3702,R1040,2024-10-18,agency,Rejected
C3703,R1118,2024-12-08,Job Board ,Rejected
C3704,R1136,2024-08-26,job board,Rejected
C3705,R1027,2024-07-22,Agency,Rejected
C3706,R1016,2024-06-11,LinkedIn,Rejected
C3707,R1121,2024-02-28,LinkedIn,Hired
C3708,R1039,2024-08-28,Referral,Rejected
C3709,R1008,2024-11-03,Agency,Withdrawn
C3710,R1092,2024-08-08,Agency,Hired
C3711,R1005,2024-12-16, Agency,Rejected
C3712,R1045,2024-02-12,referral,Rejected
C3713,R1020,2024-06-01,Ageency,Rejected
C3714,R1066,2024-04-04,job board,Rejected
C3715,R1109,2024-06-24,LINKEDIN,Rejected
C3716,R1107,2024-09-03,AGENCY,Withdrawn
C3717,R1111,2024-06-30,Agency,Rejected
C3718,R1050,2024-02-09,Referral ,Rejected
C3719,R1081,2024-01-08,Referraal,Withdrawn
C3720,R1127,2024-06-11,Job Board,Rejected
C3721,R1000,2024-08-18,Referraal,Rejected
C3722,R1148,2024-02-19,Job board,Rejected
C3723,R1048,2024-08-03,Reeferral,Rejected
C3724,R1053,2024-04-07,Job Board ,Rejected
C3725,R1004,2024-06-03,linkedin,Rejected
C3726,R1116,2024-07-30,Agency ,Rejected
C3727,R1138,2024-08-06,linkedin,Withdrawn
C3728,R1117,2024-08-07,LINKEDIN,Rejected
C3729,R1041,2024-10-04,Ageency,Rejected
C3730,R1111,2024-11-20,linkedin,Withdrawn
C3731,R1026,2024-02-15,Job Board,Hired
C3732,R1139,2024-02-21,Agency,Rejected
C3733,R1107,2024-04-18,Referraal,Rejected
C3734,R1029,2024-04-10,agency,Rejected
C3735,R1118,2024-07-30,Agency,Withdrawn
C3736,R1057,2024-09-16, LinkedIn,Rejected
C3737,R1067,2024-06-06,Agency,Hired
C3738,R1106,2024-01-17,Job Board,Rejected
C3739,R1095,2024-09-22,LinkedIn ,Rejected
C3740,R1146,2024-08-08,Reeferral,Rejected
C3741,R1100,2024-01-27,AGENCY,Withdrawn
C3742,R1099,2024-03-29,Agency ,Rejected
C3743,R1111,2024-04-28,JOB BOARD,Rejected
C3744,R1147,2024-07-19,LINKEDIN,Withdrawn
C3745,R1052,2024-02-17,Job Board,Rejected
C3746,R1039,2024-01-15,Job Board,Hired
C3747,R1033,2024-08-20,LINKEDIN,Rejected
C3748,R1056,2024-06-01,Referral,Rejected
C3749,R1096,2024-05-13, Job Board,Hired
C3750,R1036,2024-11-17,job board,Hired
C3751,R1031,2024-02-24, Referral,Rejected
C3752,R1046,2024-02-17,Job Boaard,Rejected
C3753,R1053,2024-07-19,Job Boaard,Rejected
C3754,R1105,2024-02-07,agency,Rejected
C3755,R1107,2024-07-11,LinkedIn,Rejected
C3756,R1046,2024-06-01,JOB BOARD,Rejected
C3757,R1008,2024-03-01,LinkedIn ,Rejected
C3758,R1139,2024-01-03, Referral,Withdrawn
C3759,R1049,2024-11-06,Job Board,Rejected
C3760,R1039,2024-04-20,linkedin,Rejected
C3761,R1007,2024-06-16,Referral,Hired
C3762,R1032,2024-05-17,LinkedIn,Rejected
C3763,R1023,2024-06-27,LinkedIn,Rejected
C3764,R1126,2024-08-11,Agency,Rejected
C3765,R1050,2024-12-17,LinkeedIn,Hired
C3766,R1079,2024-03-25,Referraal,Rejected
C3767,R1114,2024-08-04,LinkedIn ,Rejected
C3768,R1098,2024-08-07,Referral ,Rejected
C3769,R1016,2024-08-18,Referral,Withdrawn
C3770,R1064,2024-10-27, Agency,Rejected
C3771,R1135,2024-06-29,Agency,Hired
C3772,R1082,2024-08-07,Referral ,Rejected
C3773,R1055,2024-12-02,LinkedIn ,Hired
C3774,R1080,2024-03-03,Job Board ,Rejected
C3775,R1084,2024-04-19,Agency ,Rejected
C3776,R1143,2024-02-03, Agency,Rejected
C3777,R1134,2024-04-21, Job Board,Rejected
C3778,R1019,2024-10-20,Ageency,Rejected
C3779,R1081,2024-04-11,Referral,Rejected
C3780,R1127,2024-01-24,LinkeedIn,Hired
C3781,R1115,2024-03-28,LinkeedIn,Rejected
C3782,R1005,2024-05-25,Job Board,Withdrawn
C3783,R1072,2024-03-08,Agency,Rejected
C3784,R1135,2024-01-21,LinkedIn,Hired
C3785,R1024,2024-07-31, LinkedIn,Rejected
C3786,R1088,2024-07-23,Job Board ,Rejected
C3787,R1012,2024-07-20,LinkedIn,Rejected
C3788,R1031,2024-07-10,Job Board,Rejected
C3789,R1002,2024-03-12,Job Board ,Rejected
C3790,R1111,2024-04-25,referral,Rejected
C3791,R1094,2024-10-02,Job Board,Rejected
C3792,R1011,2024-02-26, Job Board,Hired
C3793,R1084,2024-12-18, Agency,Rejected
C3794,R1035,2024-10-25,agency,Hired
C3795,R1037,2024-10-26,Agency,Rejected
C3796,R1133,2024-09-27,Referraal,Rejected
C3797,R1071,2024-06-13,Agency,Hired
C3798,R1075,2024-12-30,Job Board ,Rejected
C3799,R1062,2024-12-03,referral,Hired
C3800,R1126,2024-01-31,Referral,Rejected
C3801,R1119,2024-07-16,Referraal,Hired
C3802,R1053,2024-10-29, LinkedIn,Rejected
C3803,R1039,2024-09-15,JOB BOARD,Rejected
C3804,R1093,2024-07-16,Agency,Rejected
C3805,R1048,2024-02-05,LinkeedIn,Rejected
C3806,R1078,2024-10-22,JOB BOARD,Rejected
C3807,R1027,2024-02-26,Referral,Rejected
C3808,R1047,2024-05-16,Job Boaard,Rejected
C3809,R1115,2024-06-29,linkedin,Withdrawn
C3810,R1021,2024-06-30,Agency,Rejected
C3811,R1128,2024-08-08,LinkedIn,Rejected
C3812,R1094,2024-02-20,Job Board,Rejected
C3813,R1108,2024-04-09,Linkedin,Rejected
C3814,R1070,2024-09-28,Ageency,Hired
C3815,R1012,2024-11-26,referral,Rejected
C3816,R1013,2024-01-19,Linkedin,Hired
C3817,R1025,2024-05-21,Reeferral,Rejected
C3818,R1025,2024-04-22,LinkedIn,Rejected
C3819,R1052,2024-06-26, LinkedIn,Rejected
C3820,R1024,2024-04-04, Agency,Rejected
C3821,R1061,2024-03-28,linkedin,Rejected
C3822,R1085,2024-08-21,Referral,Rejected
C3823,R1109,2024-06-20,JOB BOARD,Withdrawn
C3824,R1019,2024-03-28,Job Board ,Withdrawn
C3825,R1149,2024-01-01,Agency,Rejected
C3826,R1011,2024-01-09,Linkedin,Rejected
C3827,R1042,2024-03-16,job board,Rejected
C3828,R1085,2024-08-19,Agency ,Withdrawn
C3829,R1065,2024-12-05, Agency,Rejected
C3830,R1003,2024-06-29,LinkedIn ,Rejected
C3831,R1123,2024-02-27,LinkedIn,Hired
C3832,R1105,2024-04-22,Referral ,Rejected
C3833,R1062,2024-10-22,Agency ,Rejected
C3834,R1022,2024-04-09,agency,Withdrawn
C3835,R1139,2024-08-18, Referral,Withdrawn
C3836,R1089,2024-06-18,Ageency,Withdrawn
C3837,R1070,2024-06-07,Referral,Rejected
C3838,R1087,2024-11-09,Job Board,Rejected
C3839,R1145,2024-06-26,linkedin,Withdrawn
C3840,R1127,2024-12-16,Referraal,Rejected
C3841,R1133,2024-05-28, Referral,Rejected
C3842,R1016,2024-05-30,Job Boaard,Hired
C3843,R1072,2024-10-30,Job Board,Rejected
C3844,R1001,2024-08-08,LinkedIn,Hired
C3845,R1035,2024-06-28,LINKEDIN,Withdrawn
C3846,R1069,2024-03-14,Reeferral,Rejected
C3847,R1020,2024-05-28,Referral,Rejected
C3848,R1090,2024-05-07,Ageency,Rejected
C3849,R1025,2024-05-13, LinkedIn,Rejected
C3850,R1111,2024-12-13,LINKEDIN,Rejected
C3851,R1051,2024-05-08,Reeferral,Rejected
C3852,R1077,2024-06-05, Job Board,Rejected
C3853,R1118,2024-10-06,Reeferral,Rejected
C3854,R1111,2024-02-19,Referraal,Rejected
C3855,R1128,2024-12-16,LinkedIn,Rejected
C3856,R1119,2024-08-03,Agency,Hired
C3857,R1143,2024-01-14,agency,Rejected
C3858,R1077,2024-05-04,LINKEDIN,Rejected
C3859,R1144,2024-05-30,Job Board,Hired
C3860,R1001,2024-08-24,Agency,Hired
C3861,R1069,2024-11-28,Job Board ,Rejected
C3862,R1074,2024-10-16,Agency ,Rejected
C3863,R1031,2024-10-26,Job board,Rejected
C3864,R1143,2024-09-10,Referral,Rejected
C3865,R1039,2024-06-03,LinkedIn,Rejected
C3866,R1051,2024-02-28,Job Board,Rejected
C3867,R1030,2024-09-23,Job board,Rejected
C3868,R1121,2024-01-13,Ageency,Hired
C3869,R1031,2024-06-02,Agency,Withdrawn
C3870,R1060,2024-10-06,LinkedIn,Rejected
C3871,R1031,2024-08-09,Referral,Rejected
C3872,R1061,2024-03-28,Referraal,Rejected
C3873,R1074,2024-12-07,Job Boaard,Rejected
C3874,R1070,2024-07-19,agency,Rejected
C3875,R1108,2024-03-16, Job Board,Rejected
C3876,R1144,2024-07-18, Job Board,Hired
C3877,R1113,2024-01-22,LINKEDIN,Rejected
C3878,R1117,2024-05-21,JOB BOARD,Rejected
C3879,R1128,2024-04-17,LinkeedIn,Rejected
C3880,R1044,2024-12-01,Referral ,Rejected
C3881,R1144,2024-06-22,AGENCY,Rejected
C3882,R1077,2024-07-20,Job Boaard,Rejected
C3883,R1120,2024-11-06, Referral,Hired
C3884,R1082,2024-10-28,LinkeedIn,Hired
C3885,R1007,2024-03-22,referral,Rejected
C3886,R1127,2024-12-13,Agency ,Rejected
C3887,R1060,2024-02-23,Reeferral,Rejected
C3888,R1107,2024-02-02, Job Board,Hired
C3889,R1018,2024-08-14,LinkedIn,Withdrawn
C3890,R1082,2024-02-25,Ageency,Hired
C3891,R1146,2024-10-11,Referral,Rejected
C3892,R1112,2024-12-13,Linkedin,Rejected
C3893,R1041,2024-08-10,referral,Rejected
C3894,R1024,2024-04-14,JOB BOARD,Rejected
C3895,R1092,2024-07-27,Job Board ,Rejected
C3896,R1135,2024-09-11,Referral,Rejected
C3897,R1121,2024-09-13,LinkedIn ,Rejected
C3898,R1143,2024-03-11,Job Boaard,Rejected
C3899,R1096,2024-02-06,JOB BOARD,Rejected
C3900,R1076,2024-02-21,Job Boaard,Rejected
C3901,R1138,2024-06-18,Job board,Rejected
C3902,R1074,2024-05-08,Agency ,Hired
C3903,R1040,2024-05-27,Job board,Rejected
C3904,R1128,2024-06-08,Agency,Rejected
C3905,R1028,2024-10-25, Agency,Rejected
C3906,R1008,2024-06-22, Agency,Rejected
C3907,R1015,2024-03-12,Referral ,Withdrawn
C3908,R1015,2024-04-30,agency,Rejected
C3909,R1144,2024-11-08,Job Board ,Withdrawn
C3910,R1106,2024-11-02,Job Boaard,Withdrawn
C3911,R1069,2024-01-22,Job Board,Rejected
C3912,R1057,2024-11-28,LinkeedIn,Rejected
C3913,R1058,2024-01-11,Job Board,Rejected
C3914,R1050,2024-09-30,Agency,Rejected
C3915,R1013,2024-07-17,AGENCY,Rejected
C3916,R1109,2024-10-08,referral,Rejected
C3917,R1094,2024-06-29,Referral ,Rejected
C3918,R1014,2024-05-01,referral,Rejected
C3919,R1058,2024-07-30,Job Board,Rejected
C3920,R1063,2024-01-30,Job Board,Hired
C3921,R1046,2024-05-24,Job Board ,Rejected
C3922,R1062,2024-05-29,Reeferral,Rejected
C3923,R1031,2024-12-02,job board,Rejected
C3924,R1139,2024-04-15,Agency ,Rejected
C3925,R1056,2024-08-15,LinkedIn ,Rejected
C3926,R1074,2024-11-30, Referral,Rejected
C3927,R1138,2024-09-14,Job Board,Rejected
C3928,R1105,2024-12-27, Agency,Hired
C3929,R1035,2024-09-23, Referral,Rejected
C3930,R1053,2024-03-03,LINKEDIN,Hired
C3931,R1060,2024-12-23,Agency,Withdrawn
C3932,R1005,2024-09-12, Job Board,Rejected
C3933,R1098,2024-06-02,Job Board,Rejected
C3934,R1098,2024-09-10,Job Board,Rejected
C3935,R1011,2024-04-24,Reeferral,Rejected
C3936,R1110,2024-09-29, Job Board,Hired
C3937,R1089,2024-01-14, LinkedIn,Rejected
C3938,R1055,2024-01-15,LinkeedIn,Rejected
C3939,R1014,2024-02-25, Agency,Rejected
C3940,R1136,2024-08-25, Agency,Rejected
C3941,R1097,2024-08-27,REFERRAL,Withdrawn
C3942,R1071,2024-12-15,linkedin,Withdrawn
C3943,R1138,2024-05-31,LinkeedIn,Hired
C3944,R1070,2024-07-04, LinkedIn,Rejected
C3945,R1003,2024-03-04,LinkedIn ,Rejected
C3946,R1045,2024-08-15,Agency,Rejected
C3947,R1119,2024-01-19,LinkedIn,Rejected
C3948,R1142,2024-04-21,Agency,Rejected
C3949,R1020,2024-05-21,linkedin,Rejected
C3950,R1066,2024-05-21,LinkedIn,Hired
C3951,R1044,2024-03-16,Job board,Hired
C3952,R1009,2024-04-04,Agency ,Hired
C3953,R1058,2024-02-01, LinkedIn,Hired
C3954,R1090,2024-10-03,Job board,Rejected
C3955,R1019,2024-09-16,agency,Rejected
C3956,R1060,2024-04-14,LinkedIn ,Rejected
C3957,R1106,2024-02-06, Agency,Hired
C3958,R1083,2024-11-06,LinkedIn ,Withdrawn
C3959,R1095,2024-08-28,LinkedIn,Rejected
C3960,R1011,2024-05-28,Referral,Hired
C3961,R1054,2024-06-09,Linkedin,Rejected
C3962,R1149,2024-01-17,Reeferral,Rejected
C3963,R1020,2024-02-09,Reeferral,Rejected
C3964,R1031,2024-09-27,Job Boaard,Rejected
C3965,R1133,2024-08-13, LinkedIn,Rejected
C3966,R1147,2024-05-30,Referral ,Rejected
C3967,R1092,2024-04-28,Agency ,Rejected
C3968,R1029,2024-12-20,Referraal,Rejected
C3969,R1104,2024-07-04,Job Board ,Rejected
C3970,R1019,2024-07-04,Agency,Rejected
C3971,R1107,2024-04-27,Referral,Rejected
C3972,R1104,2024-12-11, Referral,Rejected
C3973,R1087,2024-06-09,job board,Rejected
C3974,R1129,2024-03-16,Agency,Rejected
C3975,R1116,2024-01-08,referral,Rejected
C3976,R1141,2024-12-30,agency,Hired
C3977,R1008,2024-08-08,JOB BOARD,Withdrawn
C3978,R1033,2024-09-20,Ageency,Rejected
C3979,R1102,2024-12-22, Referral,Hired
C3980,R1086,2024-10-29,Job Board,Hired
C3981,R1090,2024-08-17,Agency,Rejected
C3982,R1111,2024-05-28,AGENCY,Rejected
C3983,R1130,2024-02-12,Referral,Rejected
C3984,R1094,2024-12-11,Ageency,Rejected
C3985,R1045,2024-09-17,linkedin,Rejected
C3986,R1126,2024-06-23,Job Board,Rejected
C3987,R1098,2024-06-12,REFERRAL,Hired
C3988,R1053,2024-08-08,LinkedIn ,Hired
C3989,R1072,2024-03-25, Job Board,Rejected
C3990,R1112,2024-04-24, Referral,Withdrawn
C3991,R1066,2024-11-06,Job board,Rejected
C3992,R1036,2024-02-19,REFERRAL,Hired
C3993,R1010,2024-10-03,Referral,Rejected
C3994,R1006,2024-07-08, Referral,Withdrawn
C3995,R1146,2024-08-06,AGENCY,Rejected
C3996,R1075,2024-02-26,Job Boaard,Rejected
C3997,R1126,2024-05-14,JOB BOARD,Withdrawn
C3998,R1029,2024-06-30,Job board,Rejected
C3999,R1083,2024-03-21, LinkedIn,Rejected
C4000,R1131,2024-12-10,Job Board ,Rejected
C4001,R1009,2024-08-09,Job Board ,Rejected
C4002,R1142,2024-12-04,Job Board,Rejected
C4003,R1096,2024-04-22, Referral,Rejected
C4004,R1124,2024-04-05, Agency,Hired
C4005,R1022,2024-09-21,Referral,Rejected
C4006,R1125,2024-10-12,REFERRAL,Hired
C4007,R1067,2024-11-10,Agency,Rejected
C4008,R1123,2024-09-28, Referral,Rejected
C4009,R1074,2024-12-08,Agency,Rejected
C4010,R1100,2024-11-02,LinkedIn,Rejected
C4011,R1056,2024-02-27,LinkeedIn,Withdrawn
C4012,R1083,2024-05-06,agency,Rejected
C4013,R1081,2024-12-04,Job Board ,Rejected
C4014,R1032,2024-09-04,Ageency,Rejected
C4015,R1007,2024-05-28,Linkedin,Rejected
C4016,R1104,2024-02-01, LinkedIn,Rejected
C4017,R1105,2024-07-19,Ageency,Rejected
C4018,R1013,2024-05-17,Agency,Rejected
C4019,R1011,2024-06-06,Ageency,Rejected
C4020,R1042,2024-10-01,referral,Withdrawn
C4021,R1084,2024-03-07,Job Board,Rejected
C4022,R1023,2024-12-26,LinkedIn ,Rejected
C4023,R1141,2024-02-02,Job board,Rejected
C4024,R1050,2024-03-21,Agency,Rejected
C4025,R1041,2024-07-10,LinkeedIn,Rejected
C4026,R1063,2024-01-07,Job Board,Rejected
C4027,R1134,2024-02-22,Agency,Hired
C4028,R1072,2024-06-03,Job board,Rejected
C4029,R1063,2024-01-18,linkedin,Rejected
C4030,R1096,2024-12-01,AGENCY,Rejected
C4031,R1069,2024-02-13,job board,Rejected
C4032,R1106,2024-01-11,JOB BOARD,Hired
C4033,R1100,2024-04-09,LinkedIn ,Rejected
C4034,R1005,2024-06-03,LinkedIn,Rejected
C4035,R1067,2024-12-01,Ageency,Rejected
C4036,R1023,2024-04-23, Agency,Rejected
C4037,R1136,2024-09-16,Reeferral,Hired
C4038,R1127,2024-07-20,linkedin,Rejected
C4039,R1147,2024-01-13,Agency,Rejected
C4040,R1122,2024-10-15, Job Board,Rejected
C4041,R1021,2024-02-18,Referral,Rejected
C4042,R1125,2024-10-30,referral,Hired
C4043,R1121,2024-09-24,Referral,Rejected
C4044,R1064,2024-07-29,LinkedIn ,Rejected
C4045,R1009,2024-06-13,Agency,Rejected
C4046,R1053,2024-10-14,Agency,Rejected
C4047,R1060,2024-06-13,Agency,Rejected
C4048,R1020,2024-02-23,agency,Rejected
C4049,R1003,2024-03-23,JOB BOARD,Rejected
C4050,R1029,2024-01-20,Agency,Rejected
C4051,R1134,2024-09-06,Reeferral,Rejected
C4052,R1075,2024-03-01, Agency,Rejected
C4053,R1069,2024-09-24,LinkedIn ,Rejected
C4054,R1042,2024-03-13,Linkedin,Rejected
C4055,R1095,2024-09-22,LinkedIn,Rejected
C4056,R1084,2024-03-10,Referraal,Hired
C4057,R1106,2024-04-01,Referraal,Hired
C4058,R1001,2024-06-08,Referral,Rejected
C4059,R1137,2024-08-22,linkedin,Hired
C4060,R1119,2024-10-31,referral,Rejected
C4061,R1143,2024-04-25,LinkedIn,Withdrawn
C4062,R1070,2024-05-25, Agency,Rejected
C4063,R1103,2024-05-10,referral,Rejected
C4064,R1026,2024-04-20,LINKEDIN,Rejected
C4065,R1026,2024-03-05,Agency ,Rejected
C4066,R1070,2024-11-11,Agency,Rejected
C4067,R1059,2024-04-20,JOB BOARD,Hired
C4068,R1121,2024-01-01,linkedin,Rejected
C4069,R1013,2024-03-11,Ageency,Rejected
C4070,R1083,2024-06-03,Job board,Rejected
C4071,R1096,2024-07-16,Agency ,Rejected
C4072,R1133,2024-06-11,Job board,Withdrawn
C4073,R1071,2024-12-30,Reeferral,Rejected
C4074,R1125,2024-12-21,linkedin,Rejected
C4075,R1111,2024-11-29,LINKEDIN,Hired
C4076,R1093,2024-08-26,LinkeedIn,Rejected
C4077,R1143,2024-04-07,Agency ,Rejected
C4078,R1002,2024-04-10,Agency ,Rejected
C4079,R1001,2024-10-27,LinkedIn ,Hired
C4080,R1094,2024-05-09, Job Board,Hired
C4081,R1070,2024-11-24,Ageency,Hired
C4082,R1064,2024-05-20,Job Board,Rejected
C4083,R1120,2024-11-07,Agency,Rejected
C4084,R1139,2024-02-23,Job Board ,Hired
C4085,R1039,2024-12-27,REFERRAL,Hired
C4086,R1030,2024-01-29,Agency,Rejected
C4087,R1139,2024-05-22,Referral,Rejected
C4088,R1081,2024-12-29,Referral ,Rejected
C4089,R1103,2024-08-01,job board,Rejected
C4090,R1128,2024-03-16,linkedin,Rejected
C4091,R1011,2024-05-21,Reeferral,Rejected
C4092,R1000,2024-06-08,LinkedIn ,Hired
C4093,R1119,2024-10-17,Job Boaard,Hired
C4094,R1023,2024-04-03,JOB BOARD,Rejected
C4095,R1005,2024-03-27,Job board,Rejected
C4096,R1117,2024-02-11, Referral,Rejected
C4097,R1048,2024-03-08,LinkedIn,Rejected
C4098,R1073,2024-04-01,LINKEDIN,Rejected
C4099,R1105,2024-04-25, Referral,Rejected
C4100,R1045,2024-05-31,LinkedIn,Rejected
C4101,R1125,2024-06-30,LinkedIn ,Rejected
C4102,R1133,2024-08-18,Referral,Withdrawn
C4103,R1149,2024-07-16,Referral,Withdrawn
C4104,R1111,2024-06-26,Linkedin,Rejected
C4105,R1128,2024-10-09,linkedin,Rejected
C4106,R1053,2024-05-12,Referraal,Rejected
C4107,R1029,2024-09-21,Referraal,Hired
C4108,R1082,2024-07-09,Agency,Rejected
C4109,R1026,2024-11-18,LinkedIn,Rejected
C4110,R1121,2024-06-20,linkedin,Rejected
C4111,R1091,2024-06-05,Referraal,Rejected
C4112,R1005,2024-08-12,Ageency,Rejected
C4113,R1121,2024-05-04,LinkedIn ,Rejected
C4114,R1123,2024-12-13, Agency,Hired
C4115,R1059,2024-09-16,Job Board,Rejected
C4116,R1068,2024-10-22,Agency,Rejected
C4117,R1042,2024-06-02,REFERRAL,Hired
C4118,R1085,2024-01-28, Job Board,Rejected
C4119,R1036,2024-06-26,Ageency,Rejected
C4120,R1000,2024-12-03,Referral,Rejected
C4121,R1077,2024-06-06,JOB BOARD,Rejected
C4122,R1052,2024-08-11,Job board,Rejected
C4123,R1142,2024-07-10,Job Boaard,Rejected
C4124,R1025,2024-08-29,Agency,Withdrawn
C4125,R1096,2024-08-25,referral,Rejected
C4126,R1081,2024-03-09,Agency ,Rejected
C4127,R1108,2024-11-01,agency,Rejected
C4128,R1006,2024-04-23,Referral,Rejected
C4129,R1087,2024-09-13,Job Board,Withdrawn
C4130,R1058,2024-03-11,Agency,Hired
C4131,R1077,2024-08-10,Job Board ,Rejected
C4132,R1046,2024-08-05, Referral,Rejected
C4133,R1123,2024-01-18,LinkeedIn,Rejected
C4134,R1101,2024-12-15,Job Boaard,Rejected
C4135,R1088,2024-12-17,Job Board,Rejected
C4136,R1003,2024-03-23,LINKEDIN,Rejected
C4137,R1098,2024-12-17,Agency,Rejected
C4138,R1102,2024-08-04, Job Board,Rejected
C4139,R1029,2024-11-05,Agency ,Rejected
C4140,R1085,2024-09-30,linkedin,Rejected
C4141,R1108,2024-09-29,agency,Rejected
C4142,R1086,2024-12-28,Linkedin,Rejected
C4143,R1116,2024-08-10,Job Boaard,Rejected
C4144,R1031,2024-09-07,Agency ,Hired
C4145,R1094,2024-05-09,Agency ,Rejected
C4146,R1006,2024-10-04,LINKEDIN,Rejected
C4147,R1106,2024-01-09,Agency ,Rejected
C4148,R1009,2024-11-01,Job Board ,Rejected
C4149,R1136,2024-07-21,REFERRAL,Hired
C4150,R1024,2024-03-05,Referraal,Rejected
C4151,R1070,2024-06-25,Agency,Withdrawn
C4152,R1134,2024-10-18,Agency,Hired
C4153,R1095,2024-01-20,referral,Rejected
C4154,R1020,2024-06-21,LinkeedIn,Rejected
C4155,R1047,2024-05-11,Job Board,Withdrawn
C4156,R1049,2024-10-19, LinkedIn,Rejected
C4157,R1138,2024-05-04,Job Board ,Rejected
C4158,R1055,2024-08-11,LINKEDIN,Rejected
C4159,R1011,2024-11-05,AGENCY,Rejected
C4160,R1069,2024-01-03,Agency,Hired
C4161,R1106,2024-12-02, Referral,Rejected
C4162,R1081,2024-02-19,Referral,Hired
C4163,R1083,2024-04-23, Job Board,Rejected
C4164,R1117,2024-10-28,Agency ,Rejected
C4165,R1121,2024-10-12,Job Board ,Rejected
C4166,R1088,2024-08-15,Referraal,Rejected
C4167,R1127,2024-04-17,Reeferral,Rejected
C4168,R1008,2024-12-04,Job Boaard,Rejected
C4169,R1088,2024-02-12,Referral ,Rejected
C4170,R1080,2024-08-19,Agency,Rejected
C4171,R1149,2024-03-26,LinkeedIn,Rejected
C4172,R1005,2024-05-25,Agency,Rejected
C4173,R1137,2024-03-08,agency,Hired
C4174,R1055,2024-04-18, Job Board,Rejected
C4175,R1040,2024-07-24,Agency ,Rejected
C4176,R1107,2024-11-02,LinkedIn ,Rejected
C4177,R1027,2024-12-06,LinkeedIn,Rejected
C4178,R1103,2024-09-10, Agency,Rejected
C4179,R1115,2024-03-21,Reeferral,Rejected
C4180,R1136,2024-06-20,AGENCY,Rejected
C4181,R1025,2024-07-15,Ageency,Rejected
C4182,R1007,2024-11-12,REFERRAL,Rejected
C4183,R1128,2024-02-11,Agency,Rejected
C4184,R1063,2024-03-26,agency,Withdrawn
C4185,R1005,2024-11-03,Agency,Rejected
C4186,R1041,2024-08-22,Linkedin,Rejected
C4187,R1051,2024-06-14, Referral,Hired
C4188,R1007,2024-04-15,Agency,Rejected
C4189,R1113,2024-05-03,Referraal,Rejected
C4190,R1028,2024-11-05,LINKEDIN,Rejected
C4191,R1017,2024-01-04,Job Board,Rejected
C4192,R1120,2024-07-16,Job Board,Withdrawn
C4193,R1137,2024-03-02,Job Boaard,Rejected
C4194,R1015,2024-05-29,Agency,Rejected
C4195,R1130,2024-11-18,Ageency,Rejected
C4196,R1026,2024-03-15,linkedin,Rejected
C4197,R1093,2024-07-30,LINKEDIN,Withdrawn
C4198,R1123,2024-04-17,linkedin,Rejected
C4199,R1018,2024-08-22,Agency,Rejected
C4200,R1087,2024-05-31,Agency ,Rejected
